geo_type,geography,year,category,percent
SU/District,North Country SU,2022,Attended Publicly Funded PreK,0.87
SU/District,North Country SU,2022,Did Not Attend Publicly Funded PreK,0.61
SU/District,Orange East SU,2022,,0.81
SU/District,Orange East SU,2022,All Students Surveyed,0.84
SU/District,Orange East SU,2022,Boys,0.79
SU/District,Orange East SU,2022,Girls,0.88
SU/District,Orange East SU,2022,Free and Reduced Lunch Eligible,0.81
SU/District,Orange East SU,2022,Not Free and Reduced Lunch Eligible,0.86
SU/District,Orange East SU,2022,Attended Publicly Funded PreK,0.86
SU/District,Orange East SU,2022,Did Not Attend Publicly Funded PreK,0.8
SU/District,Orange Southwest SD,2022,,0.6
SU/District,Orange Southwest SD,2022,All Students Surveyed,0.89
SU/District,Orange Southwest SD,2022,Boys,0.92
SU/District,Orange Southwest SD,2022,Girls,0.86
SU/District,Orange Southwest SD,2022,Free and Reduced Lunch Eligible,0.6
SU/District,Orange Southwest SD,2022,Not Free and Reduced Lunch Eligible,0.97
SU/District,Orange Southwest SD,2022,Attended Publicly Funded PreK,0.88
SU/District,Orange Southwest SD,2022,Did Not Attend Publicly Funded PreK,0.91
SU/District,Orleans Central SU,2022,,0.69
SU/District,Orleans Central SU,2022,All Students Surveyed,0.82
SU/District,Orleans Central SU,2022,Boys,0.79
SU/District,Orleans Central SU,2022,Girls,0.84
SU/District,Orleans Central SU,2022,Free and Reduced Lunch Eligible,0.69
SU/District,Orleans Central SU,2022,Not Free and Reduced Lunch Eligible,1
SU/District,Orleans Central SU,2022,Attended Publicly Funded PreK,0.84
SU/District,Orleans Central SU,2022,Did Not Attend Publicly Funded PreK,0.8
SU/District,Orleans Southwest SU,2022,,0.89
SU/District,Orleans Southwest SU,2022,All Students Surveyed,0.96
SU/District,Orleans Southwest SU,2022,Boys,0.92
SU/District,Orleans Southwest SU,2022,Girls,1
SU/District,Orleans Southwest SU,2022,Free and Reduced Lunch Eligible,0.89
SU/District,Orleans Southwest SU,2022,Not Free and Reduced Lunch Eligible,1
SU/District,Orleans Southwest SU,2022,Attended Publicly Funded PreK,0.95
SU/District,Orleans Southwest SU,2022,Did Not Attend Publicly Funded PreK,1
SU/District,Rivendell Interstate SD,2022,,1
SU/District,Rivendell Interstate SD,2022,All Students Surveyed,1
SU/District,Rivendell Interstate SD,2022,Boys,1
SU/District,Rivendell Interstate SD,2022,Girls,1
SU/District,Rivendell Interstate SD,2022,Free and Reduced Lunch Eligible,1
SU/District,Rivendell Interstate SD,2022,Not Free and Reduced Lunch Eligible,1
SU/District,Rivendell Interstate SD,2022,Attended Publicly Funded PreK,1
SU/District,Rivendell Interstate SD,2022,Did Not Attend Publicly Funded PreK,1
SU/District,Rutland City SD,2022,,0.61
SU/District,Rutland City SD,2022,All Students Surveyed,0.71
SU/District,Rutland City SD,2022,Boys,0.62
SU/District,Rutland City SD,2022,Girls,0.83
SU/District,Rutland City SD,2022,Free and Reduced Lunch Eligible,0.61
SU/District,Rutland City SD,2022,Not Free and Reduced Lunch Eligible,0.86
SU/District,Rutland City SD,2022,Attended Publicly Funded PreK,0.68
SU/District,Rutland City SD,2022,Did Not Attend Publicly Funded PreK,0.74
SU/District,Rutland Northeast SD,2022,,0.68
SU/District,Rutland Northeast SD,2022,All Students Surveyed,0.82
SU/District,Rutland Northeast SD,2022,Boys,0.82
SU/District,Rutland Northeast SD,2022,Girls,0.83
SU/District,Rutland Northeast SD,2022,Free and Reduced Lunch Eligible,0.68
SU/District,Rutland Northeast SD,2022,Not Free and Reduced Lunch Eligible,0.89
SU/District,Rutland Northeast SD,2022,Attended Publicly Funded PreK,0.83
SU/District,Rutland Northeast SD,2022,Did Not Attend Publicly Funded PreK,0.77
SU/District,Slate Valley SD,2022,,1
SU/District,Slate Valley SD,2022,All Students Surveyed,0.95
SU/District,Slate Valley SD,2022,Boys,0.94
SU/District,Slate Valley SD,2022,Girls,0.95
SU/District,Slate Valley SD,2022,Free and Reduced Lunch Eligible,1
SU/District,Slate Valley SD,2022,Not Free and Reduced Lunch Eligible,0.93
SU/District,Slate Valley SD,2022,Attended Publicly Funded PreK,1
SU/District,Slate Valley SD,2022,Did Not Attend Publicly Funded PreK,0.82
SU/District,South Burlington SD,2022,,0.71
SU/District,South Burlington SD,2022,Boys,0.89
SU/District,South Burlington SD,2022,Girls,0.97
SU/District,South Burlington SD,2022,Free and Reduced Lunch Eligible,0.71
SU/District,South Burlington SD,2022,Not Free and Reduced Lunch Eligible,0.98
SU/District,South Burlington SD,2022,Attended Publicly Funded PreK,0.95
SU/District,South Burlington SD,2022,Did Not Attend Publicly Funded PreK,0.86
SU/District,Southwest Vermont SU,2022,,0.7
SU/District,Southwest Vermont SU,2022,All Students Surveyed,0.78
SU/District,Southwest Vermont SU,2022,Boys,0.71
SU/District,Southwest Vermont SU,2022,Girls,0.83
SU/District,Southwest Vermont SU,2022,Free and Reduced Lunch Eligible,0.7
SU/District,Southwest Vermont SU,2022,Not Free and Reduced Lunch Eligible,0.9
SU/District,Southwest Vermont SU,2022,Attended Publicly Funded PreK,0.74
SU/District,Southwest Vermont SU,2022,Did Not Attend Publicly Funded PreK,0.86
SU/District,Springfield SD,2022,,0.68
SU/District,Springfield SD,2022,All Students Surveyed,0.75
SU/District,Springfield SD,2022,Boys,0.73
SU/District,Springfield SD,2022,Girls,0.77
SU/District,Springfield SD,2022,Free and Reduced Lunch Eligible,0.68
SU/District,Springfield SD,2022,Not Free and Reduced Lunch Eligible,0.79
SU/District,Springfield SD,2022,Attended Publicly Funded PreK,0.77
SU/District,Springfield SD,2022,Did Not Attend Publicly Funded PreK,0.7
SU/District,St Johnsbury SD,2022,,0.82
SU/District,St Johnsbury SD,2022,All Students Surveyed,0.84
SU/District,St Johnsbury SD,2022,Boys,0.74
SU/District,St Johnsbury SD,2022,Girls,0.96
SU/District,St Johnsbury SD,2022,Free and Reduced Lunch Eligible,0.82
SU/District,St Johnsbury SD,2022,Not Free and Reduced Lunch Eligible,0.88
SU/District,St Johnsbury SD,2022,Attended Publicly Funded PreK,0.89
SU/District,St Johnsbury SD,2022,Did Not Attend Publicly Funded PreK,0.69
SU/District,Two Rivers SU,2022,,0.64
SU/District,Two Rivers SU,2022,All Students Surveyed,0.65
SU/District,Two Rivers SU,2022,Boys,0.56
SU/District,Two Rivers SU,2022,Girls,0.77
SU/District,Two Rivers SU,2022,Free and Reduced Lunch Eligible,0.64
SU/District,Two Rivers SU,2022,Not Free and Reduced Lunch Eligible,0.65
SU/District,Two Rivers SU,2022,Attended Publicly Funded PreK,0.63
SU/District,Two Rivers SU,2022,Did Not Attend Publicly Funded PreK,0.75
SU/District,Washington Central SU,2022,,0.82
SU/District,Washington Central SU,2022,All Students Surveyed,0.84
SU/District,Washington Central SU,2022,Boys,0.76
SU/District,Washington Central SU,2022,Girls,0.94
SU/District,Washington Central SU,2022,Free and Reduced Lunch Eligible,0.82
SU/District,Washington Central SU,2022,Not Free and Reduced Lunch Eligible,0.85
SU/District,Washington Central SU,2022,Attended Publicly Funded PreK,0.87
SU/District,Washington Central SU,2022,Did Not Attend Publicly Funded PreK,0.74
SU/District,White River Valley SU,2022,,0.71
SU/District,White River Valley SU,2022,All Students Surveyed,0.8
SU/District,White River Valley SU,2022,Boys,0.77
SU/District,White River Valley SU,2022,Girls,0.84
SU/District,White River Valley SU,2022,Free and Reduced Lunch Eligible,0.71
SU/District,White River Valley SU,2022,Not Free and Reduced Lunch Eligible,0.86
SU/District,White River Valley SU,2022,Attended Publicly Funded PreK,0.79
SU/District,White River Valley SU,2022,Did Not Attend Publicly Funded PreK,0.81
SU/District,Windham Central SU,2022,,0.9
SU/District,Windham Central SU,2022,All Students Surveyed,0.93
SU/District,Windham Central SU,2022,Boys,0.89
SU/District,Windham Central SU,2022,Girls,1
SU/District,Windham Central SU,2022,Free and Reduced Lunch Eligible,0.9
SU/District,Windham Central SU,2022,Not Free and Reduced Lunch Eligible,0.96
SU/District,Windham Central SU,2022,Attended Publicly Funded PreK,0.93
SU/District,Windham Central SU,2022,Did Not Attend Publicly Funded PreK,1
SU/District,Windham Northeast SU,2022,,0.76
SU/District,Windham Northeast SU,2022,All Students Surveyed,0.87
SU/District,Windham Northeast SU,2022,Boys,0.91
SU/District,Windham Northeast SU,2022,Girls,0.81
SU/District,Windham Northeast SU,2022,Free and Reduced Lunch Eligible,0.76
SU/District,Windham Northeast SU,2022,Not Free and Reduced Lunch Eligible,0.94
SU/District,Windham Northeast SU,2022,Attended Publicly Funded PreK,0.89
SU/District,Windham Northeast SU,2022,Did Not Attend Publicly Funded PreK,0.8
SU/District,Windham Southeast SU,2022,,0.67
SU/District,Windham Southeast SU,2022,All Students Surveyed,0.82
SU/District,Windham Southeast SU,2022,Boys,0.82
SU/District,Windham Southeast SU,2022,Girls,0.82
SU/District,Windham Southeast SU,2022,Free and Reduced Lunch Eligible,0.67
SU/District,Windham Southeast SU,2022,Not Free and Reduced Lunch Eligible,0.92
SU/District,Windham Southeast SU,2022,Attended Publicly Funded PreK,0.83
SU/District,Windham Southeast SU,2022,Did Not Attend Publicly Funded PreK,0.8
SU/District,Windham Southwest SU,2022,,1
SU/District,Windham Southwest SU,2022,All Students Surveyed,0.92
SU/District,Windham Southwest SU,2022,Boys,0.93
SU/District,Windham Southwest SU,2022,Girls,0.92
SU/District,Windham Southwest SU,2022,Free and Reduced Lunch Eligible,1
SU/District,Windham Southwest SU,2022,Not Free and Reduced Lunch Eligible,0.91
SU/District,Windham Southwest SU,2022,Attended Publicly Funded PreK,0.94
SU/District,Windham Southwest SU,2022,Did Not Attend Publicly Funded PreK,0.88
SU/District,Windsor Central,2022,,1
SU/District,Windsor Central,2022,All Students Surveyed,1
SU/District,Windsor Central,2022,Boys,1
SU/District,Windsor Central,2022,Girls,1
SU/District,Windsor Central,2022,Free and Reduced Lunch Eligible,1
SU/District,Windsor Central,2022,Not Free and Reduced Lunch Eligible,1
SU/District,Windsor Central,2022,Attended Publicly Funded PreK,1
SU/District,Windsor Central,2022,Did Not Attend Publicly Funded PreK,1
SU/District,Windsor Southeast SU,2022,,0.88
SU/District,Windsor Southeast SU,2022,All Students Surveyed,0.87
SU/District,Windsor Southeast SU,2022,Boys,0.83
SU/District,Windsor Southeast SU,2022,Girls,0.92
SU/District,Windsor Southeast SU,2022,Free and Reduced Lunch Eligible,0.88
SU/District,Windsor Southeast SU,2022,Not Free and Reduced Lunch Eligible,0.87
SU/District,Windsor Southeast SU,2022,Attended Publicly Funded PreK,0.91
SU/District,Windsor Southeast SU,2022,Did Not Attend Publicly Funded PreK,0.76
SU/District,Winooski SD,2022,,0.78
SU/District,Winooski SD,2022,All Students Surveyed,0.83
SU/District,Winooski SD,2022,Boys,0.73
SU/District,Winooski SD,2022,Girls,0.92
SU/District,Winooski SD,2022,Free and Reduced Lunch Eligible,0.78
SU/District,Winooski SD,2022,Not Free and Reduced Lunch Eligible,0.86
SU/District,Winooski SD,2022,Attended Publicly Funded PreK,0.86
SU/District,Winooski SD,2022,Did Not Attend Publicly Funded PreK,0.67
State,Vermont,2023,,0.75
State,Vermont,2023,All Students Surveyed,0.86
State,Vermont,2023,Boys,0.82
State,Vermont,2023,Girls,0.9
State,Vermont,2023,Free and Reduced Lunch Eligible,0.75
State,Vermont,2023,Not Free and Reduced Lunch Eligible,0.89
State,Vermont,2023,Attended Publicly Funded PreK,0.87
State,Vermont,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,Addison Central SD,2023,,0.98
SU/District,Addison Central SD,2023,All Students Surveyed,0.93
SU/District,Addison Central SD,2023,Boys,0.89
SU/District,Addison Central SD,2023,Girls,0.98
SU/District,Addison Central SD,2023,Free and Reduced Lunch Eligible,0.98
SU/District,Addison Central SD,2023,Not Free and Reduced Lunch Eligible,0.72
SU/District,Addison Central SD,2023,Attended Publicly Funded PreK,0.97
SU/District,Addison Central SD,2023,Did Not Attend Publicly Funded PreK,0.92
SU/District,Addison Northwest SD,2023,,0
SU/District,Addison Northwest SD,2023,All Students Surveyed,0.86
SU/District,Addison Northwest SD,2023,Boys,0.81
SU/District,Addison Northwest SD,2023,Girls,0.9
SU/District,Addison Northwest SD,2023,Free and Reduced Lunch Eligible,0
SU/District,Addison Northwest SD,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Addison Northwest SD,2023,Attended Publicly Funded PreK,0.89
SU/District,Addison Northwest SD,2023,Did Not Attend Publicly Funded PreK,0.95
SU/District,Barre SU,2023,,0.58
SU/District,Barre SU,2023,All Students Surveyed,0.67
SU/District,Barre SU,2023,Boys,0.67
SU/District,Barre SU,2023,Girls,0.67
SU/District,Barre SU,2023,Free and Reduced Lunch Eligible,0.58
SU/District,Barre SU,2023,Not Free and Reduced Lunch Eligible,0.7
SU/District,Barre SU,2023,Attended Publicly Funded PreK,0.72
SU/District,Barre SU,2023,Did Not Attend Publicly Funded PreK,0.54
SU/District,Bennington Rutland SU,2023,,0.82
SU/District,Bennington Rutland SU,2023,All Students Surveyed,0.88
SU/District,Bennington Rutland SU,2023,Boys,0.85
SU/District,Bennington Rutland SU,2023,Girls,0.91
SU/District,Bennington Rutland SU,2023,Free and Reduced Lunch Eligible,0.82
SU/District,Bennington Rutland SU,2023,Not Free and Reduced Lunch Eligible,0.9
SU/District,Bennington Rutland SU,2023,Attended Publicly Funded PreK,0.91
SU/District,Bennington Rutland SU,2023,Did Not Attend Publicly Funded PreK,0.75
SU/District,Burlington SD,2023,,0.72
SU/District,Burlington SD,2023,All Students Surveyed,0.83
SU/District,Burlington SD,2023,Boys,0.82
SU/District,Burlington SD,2023,Girls,0.84
SU/District,Burlington SD,2023,Free and Reduced Lunch Eligible,0.72
SU/District,Burlington SD,2023,Not Free and Reduced Lunch Eligible,0.91
SU/District,Burlington SD,2023,Attended Publicly Funded PreK,0.83
SU/District,Burlington SD,2023,Did Not Attend Publicly Funded PreK,0.82
SU/District,Caledonia Central SU,2023,,0.78
SU/District,Caledonia Central SU,2023,All Students Surveyed,0.9
SU/District,Caledonia Central SU,2023,Boys,0.86
SU/District,Caledonia Central SU,2023,Girls,0.96
SU/District,Caledonia Central SU,2023,Free and Reduced Lunch Eligible,0.78
SU/District,Caledonia Central SU,2023,Not Free and Reduced Lunch Eligible,0.95
SU/District,Caledonia Central SU,2023,Attended Publicly Funded PreK,0
SU/District,Caledonia Central SU,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Central Vermont SU,2023,,0.5
SU/District,Central Vermont SU,2023,All Students Surveyed,0.7
SU/District,Central Vermont SU,2023,Boys,0.66
SU/District,Central Vermont SU,2023,Girls,0.75
SU/District,Central Vermont SU,2023,Free and Reduced Lunch Eligible,0.5
SU/District,Central Vermont SU,2023,Not Free and Reduced Lunch Eligible,0.78
SU/District,Central Vermont SU,2023,Attended Publicly Funded PreK,0.7
SU/District,Central Vermont SU,2023,Did Not Attend Publicly Funded PreK,0.71
SU/District,Champlain Valley SD,2023,,0
SU/District,Champlain Valley SD,2023,All Students Surveyed,0.95
SU/District,Champlain Valley SD,2023,Boys,0.92
SU/District,Champlain Valley SD,2023,Girls,0.97
SU/District,Champlain Valley SD,2023,Free and Reduced Lunch Eligible,0
SU/District,Champlain Valley SD,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Champlain Valley SD,2023,Attended Publicly Funded PreK,0.96
SU/District,Champlain Valley SD,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,Colchester SD,2023,,0.71
SU/District,Colchester SD,2023,All Students Surveyed,0.91
SU/District,Colchester SD,2023,Boys,0.85
SU/District,Colchester SD,2023,Girls,0.96
SU/District,Colchester SD,2023,Free and Reduced Lunch Eligible,0.71
SU/District,Colchester SD,2023,Not Free and Reduced Lunch Eligible,0.93
SU/District,Colchester SD,2023,Attended Publicly Funded PreK,0.95
SU/District,Colchester SD,2023,Did Not Attend Publicly Funded PreK,0.75
SU/District,Essex North SU,2023,,0
SU/District,Essex North SU,2023,All Students Surveyed,0
SU/District,Essex North SU,2023,Boys,0
SU/District,Essex North SU,2023,Girls,0
SU/District,Essex North SU,2023,Free and Reduced Lunch Eligible,0
SU/District,Essex North SU,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Essex North SU,2023,Attended Publicly Funded PreK,0
SU/District,Essex North SU,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Essex Westford SD,2023,,0.69
SU/District,Essex Westford SD,2023,All Students Surveyed,0.88
SU/District,Essex Westford SD,2023,Boys,0.85
SU/District,Essex Westford SD,2023,Girls,0.91
SU/District,Essex Westford SD,2023,Free and Reduced Lunch Eligible,0.69
SU/District,Essex Westford SD,2023,Not Free and Reduced Lunch Eligible,0.89
SU/District,Essex Westford SD,2023,Attended Publicly Funded PreK,0.9
SU/District,Essex Westford SD,2023,Did Not Attend Publicly Funded PreK,0.82
SU/District,Franklin Northeast SU,2023,,0.75
SU/District,Franklin Northeast SU,2023,All Students Surveyed,0.85
SU/District,Franklin Northeast SU,2023,Boys,0.81
SU/District,Franklin Northeast SU,2023,Girls,0.89
SU/District,Franklin Northeast SU,2023,Free and Reduced Lunch Eligible,0.75
SU/District,Franklin Northeast SU,2023,Not Free and Reduced Lunch Eligible,0.91
SU/District,Franklin Northeast SU,2023,Attended Publicly Funded PreK,0.87
SU/District,Franklin Northeast SU,2023,Did Not Attend Publicly Funded PreK,0.77
SU/District,Franklin West SU,2023,,0
SU/District,Franklin West SU,2023,All Students Surveyed,0.91
SU/District,Franklin West SU,2023,Boys,0.97
SU/District,Franklin West SU,2023,Girls,0.87
SU/District,Franklin West SU,2023,Free and Reduced Lunch Eligible,0
SU/District,Franklin West SU,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Franklin West SU,2023,Attended Publicly Funded PreK,0.86
SU/District,Franklin West SU,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,Grand Isle SU,2023,,0.82
SU/District,Grand Isle SU,2023,All Students Surveyed,0.89
SU/District,Grand Isle SU,2023,Boys,0.84
SU/District,Grand Isle SU,2023,Girls,0.92
SU/District,Grand Isle SU,2023,Free and Reduced Lunch Eligible,0.82
SU/District,Grand Isle SU,2023,Not Free and Reduced Lunch Eligible,0.91
SU/District,Grand Isle SU,2023,Attended Publicly Funded PreK,0.92
SU/District,Grand Isle SU,2023,Did Not Attend Publicly Funded PreK,0.85
SU/District,Greater Rutland County SU,2023,,0.6
SU/District,Greater Rutland County SU,2023,All Students Surveyed,0.81
SU/District,Greater Rutland County SU,2023,Boys,0.73
SU/District,Greater Rutland County SU,2023,Girls,0.92
SU/District,Greater Rutland County SU,2023,Free and Reduced Lunch Eligible,0.6
SU/District,Greater Rutland County SU,2023,Not Free and Reduced Lunch Eligible,0.85
SU/District,Greater Rutland County SU,2023,Attended Publicly Funded PreK,0.84
SU/District,Greater Rutland County SU,2023,Did Not Attend Publicly Funded PreK,0.7
SU/District,Hartford SD,2023,,0.6
SU/District,Hartford SD,2023,All Students Surveyed,0.79
SU/District,Hartford SD,2023,Boys,0.78
SU/District,Hartford SD,2023,Girls,0.8
SU/District,Hartford SD,2023,Free and Reduced Lunch Eligible,0.6
SU/District,Hartford SD,2023,Not Free and Reduced Lunch Eligible,0.85
SU/District,Hartford SD,2023,Attended Publicly Funded PreK,0.76
SU/District,Hartford SD,2023,Did Not Attend Publicly Funded PreK,0.93
SU/District,Harwood Unified SD,2023,,0
SU/District,Harwood Unified SD,2023,All Students Surveyed,0.87
SU/District,Harwood Unified SD,2023,Boys,0.81
SU/District,Harwood Unified SD,2023,Girls,0.93
SU/District,Harwood Unified SD,2023,Free and Reduced Lunch Eligible,0
SU/District,Harwood Unified SD,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Harwood Unified SD,2023,Attended Publicly Funded PreK,0
SU/District,Harwood Unified SD,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Kingdom East SD,2023,,0.67
SU/District,Kingdom East SD,2023,All Students Surveyed,0.78
SU/District,Kingdom East SD,2023,Boys,0.65
SU/District,Kingdom East SD,2023,Girls,0.88
SU/District,Kingdom East SD,2023,Free and Reduced Lunch Eligible,0.67
SU/District,Kingdom East SD,2023,Not Free and Reduced Lunch Eligible,0.85
SU/District,Kingdom East SD,2023,Attended Publicly Funded PreK,0.78
SU/District,Kingdom East SD,2023,Did Not Attend Publicly Funded PreK,0.77
SU/District,Lamoille North SU,2023,,0.88
SU/District,Lamoille North SU,2023,All Students Surveyed,0.85
SU/District,Lamoille North SU,2023,Boys,0.8
SU/District,Lamoille North SU,2023,Girls,0.69
SU/District,Lamoille North SU,2023,Free and Reduced Lunch Eligible,0.88
SU/District,Lamoille North SU,2023,Not Free and Reduced Lunch Eligible,0.65
SU/District,Lamoille North SU,2023,Attended Publicly Funded PreK,0.86
SU/District,Lamoille North SU,2023,Did Not Attend Publicly Funded PreK,0.81
SU/District,Lamoille South SU,2023,,0.73
SU/District,Lamoille South SU,2023,All Students Surveyed,0.84
SU/District,Lamoille South SU,2023,Boys,0.77
SU/District,Lamoille South SU,2023,Girls,0.91
SU/District,Lamoille South SU,2023,Free and Reduced Lunch Eligible,0.73
SU/District,Lamoille South SU,2023,Not Free and Reduced Lunch Eligible,0.87
SU/District,Lamoille South SU,2023,Attended Publicly Funded PreK,0.84
SU/District,Lamoille South SU,2023,Did Not Attend Publicly Funded PreK,0.81
SU/District,Maple Run SD,2023,,0.86
SU/District,Maple Run SD,2023,All Students Surveyed,0.88
SU/District,Maple Run SD,2023,Boys,0.84
SU/District,Maple Run SD,2023,Girls,0.91
SU/District,Maple Run SD,2023,Free and Reduced Lunch Eligible,0.86
SU/District,Maple Run SD,2023,Not Free and Reduced Lunch Eligible,0.89
SU/District,Maple Run SD,2023,Attended Publicly Funded PreK,0.88
SU/District,Maple Run SD,2023,Did Not Attend Publicly Funded PreK,0.86
SU/District,Mill River Unified SD,2023,,0.77
SU/District,Mill River Unified SD,2023,All Students Surveyed,0.55
SU/District,Mill River Unified SD,2023,Boys,0.57
SU/District,Mill River Unified SD,2023,Girls,0.53
SU/District,Mill River Unified SD,2023,Free and Reduced Lunch Eligible,0.77
SU/District,Mill River Unified SD,2023,Not Free and Reduced Lunch Eligible,0.47
SU/District,Mill River Unified SD,2023,Attended Publicly Funded PreK,0
SU/District,Mill River Unified SD,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Milton SD,2023,,0.93
SU/District,Milton SD,2023,All Students Surveyed,0.96
SU/District,Milton SD,2023,Boys,0.95
SU/District,Milton SD,2023,Girls,0.96
SU/District,Milton SD,2023,Free and Reduced Lunch Eligible,0.93
SU/District,Milton SD,2023,Not Free and Reduced Lunch Eligible,0.97
SU/District,Milton SD,2023,Attended Publicly Funded PreK,0.97
SU/District,Milton SD,2023,Did Not Attend Publicly Funded PreK,0.92
SU/District,Missisquoi Valley SD,2023,,0.88
SU/District,Missisquoi Valley SD,2023,All Students Surveyed,0.93
SU/District,Missisquoi Valley SD,2023,Boys,0.91
SU/District,Missisquoi Valley SD,2023,Girls,0.95
SU/District,Missisquoi Valley SD,2023,Free and Reduced Lunch Eligible,0.88
SU/District,Missisquoi Valley SD,2023,Not Free and Reduced Lunch Eligible,0.95
SU/District,Missisquoi Valley SD,2023,Attended Publicly Funded PreK,0.94
SU/District,Missisquoi Valley SD,2023,Did Not Attend Publicly Funded PreK,0.91
SU/District,Montpelier Roxbury SD,2023,,0
SU/District,Montpelier Roxbury SD,2023,All Students Surveyed,0.81
SU/District,Montpelier Roxbury SD,2023,Boys,0.84
SU/District,Montpelier Roxbury SD,2023,Girls,0.77
SU/District,Montpelier Roxbury SD,2023,Free and Reduced Lunch Eligible,0
SU/District,Montpelier Roxbury SD,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Montpelier Roxbury SD,2023,Attended Publicly Funded PreK,0.8
SU/District,Montpelier Roxbury SD,2023,Did Not Attend Publicly Funded PreK,0.95
SU/District,Mt Abraham Unified SD,2023,,0
SU/District,Mt Abraham Unified SD,2023,All Students Surveyed,0.86
SU/District,Mt Abraham Unified SD,2023,Boys,0.82
SU/District,Mt Abraham Unified SD,2023,Girls,0.92
SU/District,Mt Abraham Unified SD,2023,Free and Reduced Lunch Eligible,0
SU/District,Mt Abraham Unified SD,2023,Not Free and Reduced Lunch Eligible,0.95
SU/District,Mt Abraham Unified SD,2023,Attended Publicly Funded PreK,0
SU/District,Mt Abraham Unified SD,2023,Did Not Attend Publicly Funded PreK,0
SU/District,Mt Mainsfield Unified SD,2023,,0.5
SU/District,Mt Mainsfield Unified SD,2023,All Students Surveyed,0.92
SU/District,Mt Mainsfield Unified SD,2023,Boys,0.92
SU/District,Mt Mainsfield Unified SD,2023,Girls,0.91
SU/District,Mt Mainsfield Unified SD,2023,Free and Reduced Lunch Eligible,0.5
SU/District,Mt Mainsfield Unified SD,2023,Not Free and Reduced Lunch Eligible,0.96
SU/District,Mt Mainsfield Unified SD,2023,Attended Publicly Funded PreK,0.91
SU/District,Mt Mainsfield Unified SD,2023,Did Not Attend Publicly Funded PreK,0.95
SU/District,North Country SU,2023,,0.78
SU/District,North Country SU,2023,All Students Surveyed,0.81
SU/District,North Country SU,2023,Boys,0.77
SU/District,North Country SU,2023,Girls,0.87
SU/District,North Country SU,2023,Free and Reduced Lunch Eligible,0.78
SU/District,North Country SU,2023,Not Free and Reduced Lunch Eligible,0.86
SU/District,North Country SU,2023,Attended Publicly Funded PreK,0.81
SU/District,North Country SU,2023,Did Not Attend Publicly Funded PreK,0.82
SU/District,Orange East SU,2023,,0.85
SU/District,Orange East SU,2023,All Students Surveyed,0.9
SU/District,Orange East SU,2023,Boys,0.87
SU/District,Orange East SU,2023,Girls,0.94
SU/District,Orange East SU,2023,Free and Reduced Lunch Eligible,0.85
SU/District,Orange East SU,2023,Not Free and Reduced Lunch Eligible,0.92
SU/District,Orange East SU,2023,Attended Publicly Funded PreK,0.94
SU/District,Orange East SU,2023,Did Not Attend Publicly Funded PreK,0.83
SU/District,Orange Southwest SD,2023,,0
SU/District,Orange Southwest SD,2023,All Students Surveyed,0.89
SU/District,Orange Southwest SD,2023,Boys,0.92
SU/District,Orange Southwest SD,2023,Girls,0.86
SU/District,Orange Southwest SD,2023,Free and Reduced Lunch Eligible,0
SU/District,Orange Southwest SD,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Orange Southwest SD,2023,Attended Publicly Funded PreK,0.91
SU/District,Orange Southwest SD,2023,Did Not Attend Publicly Funded PreK,0.9
SU/District,Orleans Central SU,2023,,0.8
SU/District,Orleans Central SU,2023,All Students Surveyed,0.81
SU/District,Orleans Central SU,2023,Boys,0.73
SU/District,Orleans Central SU,2023,Girls,0.86
SU/District,Orleans Central SU,2023,Free and Reduced Lunch Eligible,0.8
SU/District,Orleans Central SU,2023,Not Free and Reduced Lunch Eligible,0.81
SU/District,Orleans Central SU,2023,Attended Publicly Funded PreK,0.82
SU/District,Orleans Central SU,2023,Did Not Attend Publicly Funded PreK,0.75
SU/District,Orleans Southwest SU,2023,,0
SU/District,Orleans Southwest SU,2023,All Students Surveyed,0.96
SU/District,Orleans Southwest SU,2023,Boys,0.92
SU/District,Orleans Southwest SU,2023,Girls,1
SU/District,Orleans Southwest SU,2023,Free and Reduced Lunch Eligible,0
SU/District,Orleans Southwest SU,2023,Not Free and Reduced Lunch Eligible,0
SU/District,Orleans Southwest SU,2023,Attended Publicly Funded PreK,0.83
SU/District,Orleans Southwest SU,2023,Did Not Attend Publicly Funded PreK,0.82
SU/District,Rivendell Interstate SD,2023,,0
SU/District,Rivendell Interstate SD,2023,All Students Surveyed,0.97
SU/District,Rivendell Interstate SD,2023,Boys,1
SU/District,Rivendell Interstate SD,2023,Girls,0.92
SU/District,Rivendell Interstate SD,2023,Free and Reduced Lunch Eligible,0
