geo_type,geography,age,category,year,value
Supervisory Union/School District,ST JOHNSBURY SD,3,Literacy,2021,68
Supervisory Union/School District,ST JOHNSBURY SD,3,Math,2021,68
Supervisory Union/School District,ST JOHNSBURY SD,3,Social Emotional,2021,76
Supervisory Union/School District,ST JOHNSBURY SD,4,Literacy,2021,80.49
Supervisory Union/School District,ST JOHNSBURY SD,4,Math,2021,53.66
Supervisory Union/School District,ST JOHNSBURY SD,4,Social Emotional,2021,68.29
Supervisory Union/School District,TWO RIVERS SU,3,Literacy,2021,76.47
Supervisory Union/School District,TWO RIVERS SU,3,Math,2021,82.35
Supervisory Union/School District,TWO RIVERS SU,3,Social Emotional,2021,88.24
Supervisory Union/School District,TWO RIVERS SU,4,Literacy,2021,92.31
Supervisory Union/School District,TWO RIVERS SU,4,Math,2021,92.31
Supervisory Union/School District,TWO RIVERS SU,4,Social Emotional,2021,96.15
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Literacy,2021,86.11
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Math,2021,94.44
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Social Emotional,2021,94.44
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Literacy,2021,94.44
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Math,2021,94.44
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Social Emotional,2021,93.06
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Literacy,2021,93.48
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Math,2021,97.83
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Social Emotional,2021,100
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Literacy,2021,95.65
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Math,2021,88.41
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Social Emotional,2021,94.2
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Literacy,2021,100
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Math,2021,96.3
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Social Emotional,2021,96.3
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Literacy,2021,100
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Math,2021,97.37
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Social Emotional,2021,100
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Literacy,2021,72.97
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Math,2021,86.49
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Social Emotional,2021,83.78
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Literacy,2021,90.91
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Math,2021,81.82
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Social Emotional,2021,90.91
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Literacy,2021,90.57
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Math,2021,100
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Social Emotional,2021,96.23
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Literacy,2021,94.79
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Math,2021,88.54
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Social Emotional,2021,93.75
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Literacy,2021,82.5
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Math,2021,92.5
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Social Emotional,2021,92.5
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Literacy,2021,89.19
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Math,2021,83.78
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Social Emotional,2021,86.49
Supervisory Union/School District,WINOOSKI SD,3,Literacy,2021,79.31
Supervisory Union/School District,WINOOSKI SD,3,Math,2021,79.31
Supervisory Union/School District,WINOOSKI SD,3,Social Emotional,2021,93.1
Supervisory Union/School District,WINOOSKI SD,4,Literacy,2021,83.78
Supervisory Union/School District,WINOOSKI SD,4,Math,2021,72.97
Supervisory Union/School District,WINOOSKI SD,4,Social Emotional,2021,81.08
State,Vermont,3,Literacy,2022,0.88
State,Vermont,3,Math,2022,0.91
State,Vermont,3,Social Emotional,2022,0.91
State,Vermont,4,Literacy,2022,0.91
State,Vermont,4,Math,2022,0.86
State,Vermont,4,Social Emotional,2022,0.87
Supervisory Union/School District,ADDISON CENTRAL SD,3,Literacy,2022,80.39
Supervisory Union/School District,ADDISON CENTRAL SD,3,Math,2022,88.24
Supervisory Union/School District,ADDISON CENTRAL SD,3,Social Emotional,2022,86.27
Supervisory Union/School District,ADDISON CENTRAL SD,4,Literacy,2022,90.41
Supervisory Union/School District,ADDISON CENTRAL SD,4,Math,2022,87.67
Supervisory Union/School District,ADDISON CENTRAL SD,4,Social Emotional,2022,87.67
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Literacy,2022,66.67
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Math,2022,74.07
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Social Emotional,2022,88.89
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Literacy,2022,85.71
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Math,2022,73.81
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Social Emotional,2022,71.43
Supervisory Union/School District,BARRE SD,3,Literacy,2022,88.46
Supervisory Union/School District,BARRE SD,3,Math,2022,91.03
Supervisory Union/School District,BARRE SD,3,Social Emotional,2022,93.59
Supervisory Union/School District,BARRE SD,4,Literacy,2022,88.03
Supervisory Union/School District,BARRE SD,4,Math,2022,82.05
Supervisory Union/School District,BARRE SD,4,Social Emotional,2022,85.47
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Literacy,2022,84.62
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Math,2022,92.31
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Social Emotional,2022,96.15
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Literacy,2022,86.21
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Math,2022,86.21
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Social Emotional,2022,93.1
Supervisory Union/School District,BURLINGTON SD,3,Literacy,2022,85.07
Supervisory Union/School District,BURLINGTON SD,3,Math,2022,80.6
Supervisory Union/School District,BURLINGTON SD,3,Social Emotional,2022,80.6
Supervisory Union/School District,BURLINGTON SD,4,Literacy,2022,87.78
Supervisory Union/School District,BURLINGTON SD,4,Math,2022,86.67
Supervisory Union/School District,BURLINGTON SD,4,Social Emotional,2022,89.44
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Literacy,2022,87.72
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Math,2022,92.98
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Social Emotional,2022,98.25
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Literacy,2022,95
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Math,2022,91.25
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Social Emotional,2022,90
Supervisory Union/School District,CENTRAL VERMONT SU,3,Literacy,2022,97.62
Supervisory Union/School District,CENTRAL VERMONT SU,3,Math,2022,100
Supervisory Union/School District,CENTRAL VERMONT SU,3,Social Emotional,2022,100
Supervisory Union/School District,CENTRAL VERMONT SU,4,Literacy,2022,93.59
Supervisory Union/School District,CENTRAL VERMONT SU,4,Math,2022,94.87
Supervisory Union/School District,CENTRAL VERMONT SU,4,Social Emotional,2022,96.15
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Literacy,2022,94.12
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Math,2022,95.59
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Social Emotional,2022,94.12
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Literacy,2022,92.53
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Math,2022,90.23
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Social Emotional,2022,92.53
Supervisory Union/School District,COLCHESTER SD,3,Literacy,2022,93.24
Supervisory Union/School District,COLCHESTER SD,3,Math,2022,94.59
Supervisory Union/School District,COLCHESTER SD,3,Social Emotional,2022,93.24
Supervisory Union/School District,COLCHESTER SD,4,Literacy,2022,94.94
Supervisory Union/School District,COLCHESTER SD,4,Math,2022,93.67
Supervisory Union/School District,COLCHESTER SD,4,Social Emotional,2022,96.2
Supervisory Union/School District,ESSEX NORTH SU,4,Literacy,2022,87.5
Supervisory Union/School District,ESSEX NORTH SU,4,Math,2022,62.5
Supervisory Union/School District,ESSEX NORTH SU,4,Social Emotional,2022,68.75
Supervisory Union/School District,ESSEX WESTFORD SD,3,Literacy,2022,91.61
Supervisory Union/School District,ESSEX WESTFORD SD,3,Math,2022,95.8
Supervisory Union/School District,ESSEX WESTFORD SD,3,Social Emotional,2022,92.31
Supervisory Union/School District,ESSEX WESTFORD SD,4,Literacy,2022,96.84
Supervisory Union/School District,ESSEX WESTFORD SD,4,Math,2022,89.24
Supervisory Union/School District,ESSEX WESTFORD SD,4,Social Emotional,2022,90.51
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Literacy,2022,60
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Math,2022,75
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Social Emotional,2022,85
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Literacy,2022,85.11
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Math,2022,85.11
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Social Emotional,2022,80.85
Supervisory Union/School District,FRANKLIN WEST SU,3,Literacy,2022,97.3
Supervisory Union/School District,FRANKLIN WEST SU,3,Math,2022,97.3
Supervisory Union/School District,FRANKLIN WEST SU,3,Social Emotional,2022,94.59
Supervisory Union/School District,FRANKLIN WEST SU,4,Literacy,2022,90.79
Supervisory Union/School District,FRANKLIN WEST SU,4,Math,2022,85.53
Supervisory Union/School District,FRANKLIN WEST SU,4,Social Emotional,2022,77.63
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Literacy,2022,97.5
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Math,2022,95
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Social Emotional,2022,92.5
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Literacy,2022,94.29
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Math,2022,92.86
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Social Emotional,2022,95.71
Supervisory Union/School District,HARTFORD SD,3,Literacy,2022,88.37
Supervisory Union/School District,HARTFORD SD,3,Math,2022,90.7
Supervisory Union/School District,HARTFORD SD,3,Social Emotional,2022,88.37
Supervisory Union/School District,HARTFORD SD,4,Literacy,2022,96.43
Supervisory Union/School District,HARTFORD SD,4,Math,2022,80.36
Supervisory Union/School District,HARTFORD SD,4,Social Emotional,2022,83.93
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Literacy,2022,97.73
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Math,2022,97.73
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Social Emotional,2022,98.86
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Literacy,2022,95.83
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Math,2022,95.83
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Social Emotional,2022,95.83
Supervisory Union/School District,KINGDOM EAST SD,3,Literacy,2022,73.53
Supervisory Union/School District,KINGDOM EAST SD,3,Math,2022,91.18
Supervisory Union/School District,KINGDOM EAST SD,3,Social Emotional,2022,79.41
Supervisory Union/School District,KINGDOM EAST SD,4,Literacy,2022,82.05
Supervisory Union/School District,KINGDOM EAST SD,4,Math,2022,73.08
Supervisory Union/School District,KINGDOM EAST SD,4,Social Emotional,2022,75.64
Supervisory Union/School District,LAMOILLE NORTH SU,3,Literacy,2022,93.1
Supervisory Union/School District,LAMOILLE NORTH SU,3,Math,2022,94.83
Supervisory Union/School District,LAMOILLE NORTH SU,3,Social Emotional,2022,96.55
Supervisory Union/School District,LAMOILLE NORTH SU,4,Literacy,2022,94.64
Supervisory Union/School District,LAMOILLE NORTH SU,4,Math,2022,91.07
Supervisory Union/School District,LAMOILLE NORTH SU,4,Social Emotional,2022,94.64
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Literacy,2022,97.01
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Math,2022,97.01
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Social Emotional,2022,95.52
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Literacy,2022,94.05
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Math,2022,92.86
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Social Emotional,2022,96.43
Supervisory Union/School District,MAPLE RUN SD,3,Literacy,2022,86.21
Supervisory Union/School District,MAPLE RUN SD,3,Math,2022,87.93
Supervisory Union/School District,MAPLE RUN SD,3,Social Emotional,2022,89.66
Supervisory Union/School District,MAPLE RUN SD,4,Literacy,2022,87.29
Supervisory Union/School District,MAPLE RUN SD,4,Math,2022,78.81
Supervisory Union/School District,MAPLE RUN SD,4,Social Emotional,2022,79.66
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Literacy,2022,94.12
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Math,2022,94.12
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Social Emotional,2022,76.47
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Literacy,2022,100
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Math,2022,90.91
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Social Emotional,2022,95.45
Supervisory Union/School District,MILTON SD,3,Literacy,2022,80.6
Supervisory Union/School District,MILTON SD,3,Math,2022,88.06
Supervisory Union/School District,MILTON SD,3,Social Emotional,2022,80.6
Supervisory Union/School District,MILTON SD,4,Literacy,2022,97.1
Supervisory Union/School District,MILTON SD,4,Math,2022,94.2
Supervisory Union/School District,MILTON SD,4,Social Emotional,2022,92.75
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Literacy,2022,82.5
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Math,2022,90
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Social Emotional,2022,95
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Literacy,2022,91.01
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Math,2022,86.52
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Social Emotional,2022,88.76
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Literacy,2022,96.77
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Math,2022,96.77
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Social Emotional,2022,96.77
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Literacy,2022,88.64
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Math,2022,86.36
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Social Emotional,2022,90.91
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Literacy,2022,95.83
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Math,2022,95.83
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Social Emotional,2022,95.83
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Literacy,2022,93.94
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Math,2022,96.97
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Social Emotional,2022,96.97
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Literacy,2022,85.14
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Math,2022,85.14
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Social Emotional,2022,91.89
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Literacy,2022,88.24
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Math,2022,85.29
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Social Emotional,2022,92.65
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Literacy,2022,93.65
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Math,2022,97.62
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Social Emotional,2022,96.03
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Literacy,2022,95.49
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Math,2022,90.98
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Social Emotional,2022,87.97
Supervisory Union/School District,NORTH COUNTRY SU,3,Literacy,2022,82.88
Supervisory Union/School District,NORTH COUNTRY SU,3,Math,2022,94.59
Supervisory Union/School District,NORTH COUNTRY SU,3,Social Emotional,2022,90.99
Supervisory Union/School District,NORTH COUNTRY SU,4,Literacy,2022,89.21
Supervisory Union/School District,NORTH COUNTRY SU,4,Math,2022,84.89
Supervisory Union/School District,NORTH COUNTRY SU,4,Social Emotional,2022,83.45
Supervisory Union/School District,ORANGE EAST SU,3,Literacy,2022,66.67
Supervisory Union/School District,ORANGE EAST SU,3,Math,2022,75
Supervisory Union/School District,ORANGE EAST SU,3,Social Emotional,2022,83.33
Supervisory Union/School District,ORANGE EAST SU,4,Literacy,2022,96
Supervisory Union/School District,ORANGE EAST SU,4,Math,2022,92
Supervisory Union/School District,ORANGE EAST SU,4,Social Emotional,2022,96
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Literacy,2022,84.62
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Math,2022,84.62
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Social Emotional,2022,92.31
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Literacy,2022,89.29
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Math,2022,75
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Social Emotional,2022,71.43
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Literacy,2022,85.71
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Math,2022,90.48
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Social Emotional,2022,71.43
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Literacy,2022,81.63
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Math,2022,81.63
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Social Emotional,2022,77.55
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Literacy,2022,96
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Math,2022,96
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Social Emotional,2022,100
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Literacy,2022,90.91
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Math,2022,90.91
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Social Emotional,2022,95.45
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Literacy,2022,91.67
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Math,2022,91.67
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Social Emotional,2022,91.67
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Literacy,2022,95.83
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Math,2022,91.67
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Social Emotional,2022,91.67
Supervisory Union/School District,RUTLAND CITY SD,3,Literacy,2022,58.82
Supervisory Union/School District,RUTLAND CITY SD,3,Math,2022,82.35
Supervisory Union/School District,RUTLAND CITY SD,3,Social Emotional,2022,70.59
Supervisory Union/School District,RUTLAND CITY SD,4,Literacy,2022,82.86
Supervisory Union/School District,RUTLAND CITY SD,4,Math,2022,51.43
Supervisory Union/School District,RUTLAND CITY SD,4,Social Emotional,2022,48.57
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Literacy,2022,78.46
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Math,2022,81.54
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Social Emotional,2022,80
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Literacy,2022,95
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Math,2022,92.5
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Social Emotional,2022,85
Supervisory Union/School District,SAU 70,3,Literacy,2022,91.67
Supervisory Union/School District,SAU 70,3,Math,2022,100
Supervisory Union/School District,SAU 70,3,Social Emotional,2022,100
Supervisory Union/School District,SLATE VALLEY UUSD,3,Literacy,2022,76.67
Supervisory Union/School District,SLATE VALLEY UUSD,3,Math,2022,93.33
Supervisory Union/School District,SLATE VALLEY UUSD,3,Social Emotional,2022,93.33
Supervisory Union/School District,SLATE VALLEY UUSD,4,Literacy,2022,86.89
Supervisory Union/School District,SLATE VALLEY UUSD,4,Math,2022,80.33
Supervisory Union/School District,SLATE VALLEY UUSD,4,Social Emotional,2022,88.52
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Literacy,2022,89.53
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Math,2022,91.86
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Social Emotional,2022,93.02
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Literacy,2022,95.59
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Math,2022,94.12
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Social Emotional,2022,91.18
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Literacy,2022,81.68
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Math,2022,85.5
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Social Emotional,2022,83.97
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Literacy,2022,86.96
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Math,2022,76.81
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Social Emotional,2022,83.33
Supervisory Union/School District,SPRINGFIELD SD,3,Literacy,2022,79.55
Supervisory Union/School District,SPRINGFIELD SD,3,Math,2022,84.09
Supervisory Union/School District,SPRINGFIELD SD,3,Social Emotional,2022,88.64
Supervisory Union/School District,SPRINGFIELD SD,4,Literacy,2022,72.88
Supervisory Union/School District,SPRINGFIELD SD,4,Math,2022,72.88
Supervisory Union/School District,SPRINGFIELD SD,4,Social Emotional,2022,74.58
Supervisory Union/School District,ST JOHNSBURY SD,3,Literacy,2022,95.45
Supervisory Union/School District,ST JOHNSBURY SD,3,Math,2022,90.91
Supervisory Union/School District,ST JOHNSBURY SD,3,Social Emotional,2022,95.45
Supervisory Union/School District,ST JOHNSBURY SD,4,Literacy,2022,83.93
Supervisory Union/School District,ST JOHNSBURY SD,4,Math,2022,78.57
Supervisory Union/School District,ST JOHNSBURY SD,4,Social Emotional,2022,76.79
Supervisory Union/School District,TWO RIVERS SU,3,Literacy,2022,80
Supervisory Union/School District,TWO RIVERS SU,3,Math,2022,93.33
Supervisory Union/School District,TWO RIVERS SU,3,Social Emotional,2022,100
Supervisory Union/School District,TWO RIVERS SU,4,Literacy,2022,96.55
Supervisory Union/School District,TWO RIVERS SU,4,Math,2022,96.55
Supervisory Union/School District,TWO RIVERS SU,4,Social Emotional,2022,86.21
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Literacy,2022,92.86
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Math,2022,92.86
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Social Emotional,2022,89.29
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Literacy,2022,94.34
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Math,2022,98.11
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Social Emotional,2022,96.23
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Literacy,2022,98
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Math,2022,98
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Social Emotional,2022,98
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Literacy,2022,100
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Math,2022,95.77
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Social Emotional,2022,92.96
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Literacy,2022,86.67
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Math,2022,93.33
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Social Emotional,2022,93.33
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Literacy,2022,93.55
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Math,2022,87.1
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Social Emotional,2022,83.87
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Literacy,2022,62.96
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Math,2022,70.37
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Social Emotional,2022,70.37
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Literacy,2022,90.2
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Math,2022,86.27
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Social Emotional,2022,88.24
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Literacy,2022,93.59
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Math,2022,98.72
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Social Emotional,2022,98.72
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Literacy,2022,92.62
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Math,2022,86.07
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Social Emotional,2022,85.25
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Literacy,2022,94.44
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Math,2022,94.44
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Social Emotional,2022,88.89
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Literacy,2022,91.84
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Math,2022,97.96
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Social Emotional,2022,95.92
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Literacy,2022,89.29
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Math,2022,64.29
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Social Emotional,2022,82.14
Supervisory Union/School District,WINOOSKI SD,3,Literacy,2022,93.55
Supervisory Union/School District,WINOOSKI SD,3,Math,2022,93.55
Supervisory Union/School District,WINOOSKI SD,3,Social Emotional,2022,90.32
Supervisory Union/School District,WINOOSKI SD,4,Literacy,2022,89.19
Supervisory Union/School District,WINOOSKI SD,4,Math,2022,75.68
Supervisory Union/School District,WINOOSKI SD,4,Social Emotional,2022,78.38
State,Vermont,3,Literacy,2023,0.88
State,Vermont,3,Math,2023,0.93
State,Vermont,3,Social Emotional,2023,0.92
State,Vermont,4,Literacy,2023,0.91
State,Vermont,4,Math,2023,0.87
State,Vermont,4,Social Emotional,2023,0.88
